rh,ws,at,vp,t,vpt
80.60,1.66,26.19,23.50,23.60,31.36
83.30,1.25,26.15,23.70,23.20,31.02
85.60,3.90,24.36,24.20,23.10,31.09
82.90,5.55,22.07,22.60,22.50,29.96
84.20,4.69,23.67,23.80,23.10,30.95
79.80,5.11,23.11,22.70,23.20,30.69
84.40,1.99,26.33,24.60,23.60,31.72
85.40,3.80,25.16,24.90,23.60,31.82
82.00,4.64,23.94,23.60,23.40,31.19
75.60,4.85,15.89,15.70,18.10,23.28
69.80,4.31,16.00,14.60,18.20,23.02
72.70,2.85,17.35,15.30,18.30,23.35
80.90,2.02,18.23,16.80,18.10,23.64
82.30,1.30,18.83,17.10,18.10,23.74
86.80,4.47,16.65,17.80,17.90,23.77
83.60,5.99,14.29,16.30,17.10,22.48
86.90,4.84,15.99,17.50,17.60,23.38
81.50,5.39,15.24,16.40,17.60,23.01
88.20,2.30,18.40,18.20,18.00,24.01
89.10,4.15,17.17,18.40,18.00,24.07
86.00,5.11,15.47,17.10,17.40,23.04
73.30,5.02,8.98,10.90,12.90,16.50
68.50,4.51,9.11,10.20,12.90,16.27
70.50,3.04,10.60,10.70,13.20,16.73
75.90,2.47,11.40,11.60,13.30,17.13
78.40,1.20,12.29,11.90,13.20,17.13
86.00,4.81,9.76,12.80,12.90,17.12
80.00,5.91,7.69,11.30,12.10,15.83
86.10,4.51,9.34,12.40,12.40,16.49
82.00,5.18,8.17,11.50,12.00,15.80
87.90,2.69,11.21,13.00,12.80,17.09
86.90,4.29,10.42,13.10,13.10,17.42
84.60,5.46,8.47,12.10,12.30,16.29
75.60,5.14,7.53,10.40,11.70,15.13
71.50,4.80,7.71,9.90,11.80,15.07
72.50,3.73,8.99,10.30,12.20,15.60
75.70,3.09,9.83,10.90,12.40,16.00
79.20,1.03,11.44,11.40,12.40,16.16
86.40,5.02,8.61,12.20,12.10,16.13
79.70,5.57,6.80,10.60,11.20,14.70
84.70,3.96,9.02,11.80,11.90,15.79
81.40,4.67,7.63,10.90,11.30,14.90
87.80,2.94,10.13,12.40,12.10,16.19
89.20,4.34,9.22,12.60,12.10,16.26
83.80,5.92,7.48,11.60,11.80,15.63
82.50,5.16,11.64,13.80,14.70,19.25
80.30,5.20,11.75,13.60,14.90,19.39
80.50,4.67,12.52,13.90,15.20,19.79
81.10,3.72,13.48,14.20,15.40,20.09
85.10,0.89,15.69,14.90,15.40,20.32
91.50,5.08,12.73,15.70,15.10,20.28
86.00,4.98,11.70,14.20,14.50,19.19
91.50,3.29,13.58,15.40,14.80,19.88
86.70,3.97,12.71,14.50,14.70,19.49
91.50,2.88,14.40,15.80,15.20,20.41
93.20,4.21,13.57,16.10,15.20,20.51
88.60,6.34,11.68,15.20,15.10,20.12
81.80,4.84,21.61,21.50,21.90,29.00
79.60,5.70,21.24,21.30,22.20,29.23
80.90,5.43,21.69,21.80,22.30,29.49
80.90,3.86,22.79,21.80,22.30,29.49
84.30,1.08,25.04,22.70,22.30,29.79
87.60,4.88,22.67,23.60,22.30,30.09
83.80,4.20,22.52,22.30,22.10,29.46
85.80,2.77,24.28,23.40,22.50,30.22
85.60,3.40,22.95,22.50,21.90,29.33
88.70,1.97,24.51,23.60,22.10,29.89
90.00,3.34,23.52,23.80,22.00,29.85
84.90,5.99,21.80,23.00,22.40,29.99
79.10,3.52,28.31,26.60,26.00,34.78
76.40,5.17,27.46,26.30,26.40,35.08
78.70,4.47,28.21,27.10,26.40,35.34
78.20,2.50,29.69,27.10,26.50,35.44
80.60,1.72,30.67,28.10,26.60,35.87
83.20,3.88,29.45,29.00,26.60,36.17
79.20,3.61,29.18,27.60,26.60,35.71
81.10,2.84,30.25,28.60,26.80,36.24
82.00,3.36,29.06,27.90,26.20,35.41
83.80,0.27,31.58,28.70,26.30,35.77
85.90,0.94,30.88,28.90,26.00,35.54
80.50,3.24,29.74,28.20,26.70,36.01
76.80,4.13,29.62,27.90,27.30,36.51
75.50,6.66,28.15,27.90,27.60,36.81
75.90,5.23,29.35,28.20,27.70,37.01
75.50,2.22,31.72,28.40,27.90,37.27
78.00,3.33,31.40,29.50,28.00,37.74
79.90,5.35,30.39,30.40,28.10,38.13
75.50,5.46,29.92,28.90,28.20,37.74
77.00,4.81,30.87,29.80,28.40,38.23
78.80,5.13,29.78,29.30,27.70,37.37
80.80,2.31,32.15,30.20,27.80,37.77
82.80,0.60,33.11,30.40,27.50,37.53
76.60,2.35,32.39,29.50,28.30,38.04
76.80,5.33,28.31,27.40,27.00,36.04
74.00,8.78,26.33,27.20,27.50,36.48
74.30,6.49,28.27,27.60,27.70,36.81
73.90,2.09,31.91,28.10,28.10,37.37
77.50,5.30,30.13,29.50,28.10,37.84
79.00,7.64,28.98,30.40,28.30,38.33
74.70,8.12,28.25,28.90,28.40,37.94
76.10,7.38,29.27,29.80,28.60,38.43
78.20,7.51,28.35,29.40,27.90,37.60
79.80,4.42,30.87,30.20,28.00,37.97
83.20,2.06,31.99,30.40,27.40,37.43
76.60,1.85,32.57,29.30,28.20,37.87
76.40,6.35,26.63,26.30,26.40,35.08
73.00,10.20,24.61,26.20,27.10,35.75
72.60,7.30,27.50,27.00,27.70,36.61
72.50,1.79,31.96,27.60,28.10,37.21
78.00,6.73,29.02,29.50,28.00,37.74
83.40,9.70,26.97,30.80,27.60,37.76
77.80,10.12,26.32,29.10,27.80,37.40
79.60,9.01,27.63,30.10,28.00,37.93
81.00,9.08,26.65,29.40,27.30,37.00
81.50,5.59,29.62,30.10,27.60,37.53
85.50,2.85,31.07,30.50,27.00,37.07
76.60,1.66,32.24,28.80,27.90,37.40
73.20,6.87,26.21,25.50,26.60,35.02
69.40,10.84,24.33,25.50,27.50,35.92
69.50,7.48,27.44,26.30,28.00,36.68
70.00,1.24,32.77,27.40,28.60,37.64
76.80,7.44,28.69,29.40,28.20,37.90
81.10,10.62,26.53,30.50,27.90,37.97
76.20,10.97,25.99,29.00,28.10,37.67
77.90,9.53,27.53,30.00,28.30,38.20
79.80,9.60,26.45,29.30,27.50,37.17
80.50,6.00,29.53,30.10,27.80,37.73
84.20,3.28,30.94,30.40,27.20,37.23
75.20,1.30,32.63,28.60,28.10,37.54
68.70,7.01,26.48,24.80,27.20,35.38
65.80,10.94,24.56,24.90,28.00,36.22
65.70,7.24,27.88,25.60,28.50,36.95
67.90,0.52,33.61,27.20,29.00,37.98
76.20,7.74,28.72,29.50,28.40,38.14
79.40,10.91,26.60,30.40,28.20,38.23
74.20,11.10,26.27,28.90,28.50,38.04
76.90,9.47,27.90,30.10,28.60,38.53
79.10,9.46,26.78,29.40,27.70,37.40
80.80,5.96,29.59,30.20,27.80,37.77
82.50,3.50,31.05,30.30,27.50,37.50
73.40,0.89,33.15,28.40,28.40,37.77
66.70,6.95,26.42,24.20,27.30,35.29
63.90,10.79,24.57,24.30,28.10,36.12
62.80,6.86,27.92,24.60,28.60,36.72
67.50,0.25,33.60,26.90,28.90,37.78
76.60,8.03,28.25,29.30,28.20,37.87
79.30,10.93,26.25,30.00,28.00,37.90
73.80,11.04,25.94,28.40,28.30,37.67
76.70,9.23,27.74,29.70,28.40,38.20
80.40,9.25,26.46,29.20,27.30,36.94
81.20,5.87,29.39,30.00,27.60,37.50
82.10,3.67,30.57,29.80,27.30,37.13
73.00,0.59,32.70,27.60,28.00,37.11
73.00,6.55,22.18,21.40,23.70,30.76
69.80,10.36,20.48,21.60,24.60,31.73
69.00,6.38,23.89,22.00,25.10,32.36
73.20,1.00,28.69,23.90,25.50,33.39
83.20,8.33,23.72,26.20,24.90,33.55
84.90,10.89,22.25,26.90,25.00,33.88
79.70,10.95,21.52,25.10,24.90,33.18
82.80,9.03,23.49,26.40,25.10,33.81
87.30,9.12,22.06,25.90,23.90,32.45
87.30,5.83,25.13,26.70,24.40,33.21
87.40,3.92,26.17,26.40,24.20,32.91
78.70,0.41,28.20,24.20,24.50,32.49
73.00,5.93,5.65,9.40,10.70,13.80
72.00,9.76,3.77,9.70,11.40,14.60
71.80,5.88,7.08,10.00,11.90,15.20
75.90,1.73,11.42,11.30,12.90,16.63
85.90,8.65,7.70,13.20,13.40,17.76
88.70,10.83,6.71,13.90,13.70,18.29
83.70,10.80,5.83,12.70,13.20,17.39
86.80,8.92,8.08,13.70,13.80,18.32
89.90,9.06,6.71,13.20,12.70,17.06
89.70,5.81,9.75,13.70,13.30,17.82
92.60,4.12,10.30,13.60,12.70,17.19
84.80,0.32,11.70,11.90,12.00,15.93
77.90,5.06,22.69,21.90,23.00,30.23
74.50,8.98,20.91,22.10,23.90,31.19
74.50,5.40,23.85,22.50,24.20,31.63
78.10,2.32,27.39,24.60,24.90,33.02
83.70,8.96,23.64,26.70,25.10,33.91
83.80,10.76,22.84,27.20,25.40,34.38
80.40,10.61,22.29,25.80,25.20,33.71
81.80,8.78,24.17,26.70,25.50,34.31
87.70,9.01,22.64,26.50,24.20,32.95
85.70,5.75,25.79,27.00,24.90,33.81
86.30,4.22,26.16,26.40,24.40,33.11
82.40,0.32,27.89,24.60,24.00,32.12
78.90,3.05,29.84,27.80,26.80,35.97
76.20,0.83,30.93,26.70,26.70,35.51
81.20,0.12,31.39,27.80,26.30,35.47
83.20,0.91,30.90,28.30,26.20,35.54
83.60,1.03,30.55,28.10,26.00,35.27
83.90,0.38,31.04,28.20,26.00,35.31
82.60,0.25,29.01,25.70,24.70,33.18
83.30,0.45,30.93,28.00,26.00,35.24
81.10,1.28,30.41,27.60,26.20,35.31
79.70,4.12,30.12,29.10,27.40,37.00
83.50,0.15,32.73,29.80,27.00,36.83
83.80,1.48,31.20,29.20,26.60,36.24
78.70,2.45,30.09,27.60,26.70,35.81
75.60,0.40,30.87,26.20,26.50,35.15
81.10,0.18,31.18,27.60,26.20,35.31
83.90,0.99,30.61,28.20,26.00,35.31
84.20,0.76,30.51,28.00,25.80,35.04
84.10,0.10,30.80,27.80,25.70,34.87
83.20,1.07,28.20,25.60,24.50,32.95
83.00,0.35,30.66,27.60,25.80,34.91
81.20,1.73,29.80,27.30,26.00,35.01
80.30,3.85,30.08,29.00,27.20,36.77
84.00,0.42,32.27,29.60,26.80,36.57
83.90,1.90,30.61,28.90,26.40,35.94
78.30,1.65,30.45,27.30,26.60,35.61
74.90,0.12,30.83,25.80,26.40,34.91
80.20,0.54,30.83,27.30,26.20,35.21
83.30,1.04,30.51,28.00,26.00,35.24
84.70,0.41,30.65,28.00,25.70,34.94
84.20,0.71,30.08,27.50,25.50,34.58
83.60,1.98,27.30,25.40,24.30,32.68
83.90,1.23,29.68,27.40,25.50,34.54
80.90,2.23,29.12,26.90,25.80,34.68
81.20,3.49,29.96,28.80,26.90,36.40
84.70,1.03,31.61,29.50,26.60,36.34
84.00,2.43,29.94,28.60,26.20,35.64
78.50,0.80,30.45,26.70,26.20,35.01
74.90,0.62,29.88,25.20,26.00,34.32
80.90,0.85,30.08,26.90,25.80,34.68
84.00,1.03,29.99,27.60,25.60,34.71
86.20,0.02,30.46,27.80,25.30,34.47
84.40,1.32,29.05,26.90,25.10,33.98
84.30,2.86,26.15,25.00,23.90,32.15
85.20,2.09,28.45,27.00,25.00,33.91
82.10,2.78,28.10,26.50,25.30,34.05
82.80,3.03,29.68,28.50,26.40,35.81
86.00,1.58,30.60,29.10,26.10,35.70
84.20,2.94,28.98,28.00,25.80,35.04
78.30,0.08,30.79,26.50,26.10,34.85
75.10,1.14,29.39,25.10,25.90,34.18
80.60,1.13,29.85,26.80,25.80,34.64
84.50,0.96,29.94,27.60,25.50,34.61
86.90,0.36,29.99,27.70,25.10,34.24
85.40,1.90,28.45,26.90,24.90,33.78
85.10,3.72,25.48,25.10,23.80,32.08
86.50,2.93,27.69,27.10,24.80,33.74
82.30,3.37,27.55,26.40,25.20,33.91
84.20,2.54,29.73,28.50,26.10,35.51
86.70,2.02,30.06,29.00,25.90,35.47
84.60,3.43,28.37,27.80,25.60,34.77
78.10,1.13,29.42,25.80,25.70,34.21
74.90,1.78,28.47,24.60,25.60,33.72
80.20,1.49,29.10,26.20,25.50,34.15
85.80,0.93,29.33,27.20,25.00,33.98
87.20,0.79,29.26,27.30,24.80,33.81
87.00,2.53,27.41,26.60,24.40,33.18
86.80,4.57,24.45,25.00,23.40,31.65
88.20,3.78,26.50,26.80,24.30,33.14
83.50,4.07,26.43,26.00,24.70,33.28
85.60,2.17,29.35,28.10,25.60,34.87
87.80,2.52,29.04,28.50,25.40,34.81
85.30,3.96,27.30,27.20,25.10,34.08
76.90,2.09,28.92,25.70,25.90,34.38
74.50,2.39,28.15,24.60,25.70,33.82
78.70,1.84,28.99,26.00,25.70,34.28
85.60,0.96,29.44,27.30,25.10,34.11
87.50,1.04,29.11,27.40,24.80,33.84
86.80,2.95,27.25,26.70,24.50,33.31
87.30,5.03,24.33,25.30,23.50,31.85
88.00,4.28,26.28,26.90,24.40,33.28
83.80,4.52,26.15,26.10,24.70,33.31
86.10,1.93,29.42,28.10,25.50,34.77
87.80,2.88,28.79,28.50,25.40,34.81
84.20,4.27,27.12,27.00,25.20,34.11
74.80,2.90,29.02,25.90,26.50,35.05
72.00,2.91,28.55,24.80,26.40,34.58
76.10,2.15,29.54,26.20,26.40,35.05
83.50,1.05,30.07,27.60,25.70,34.81
86.20,1.20,29.63,27.80,25.30,34.47
86.70,3.24,27.64,27.30,24.90,33.91
86.20,5.25,24.97,25.90,24.10,32.65
87.30,4.53,26.80,27.50,24.90,33.98
83.10,4.79,26.49,26.50,25.10,33.85
85.50,1.74,29.95,28.40,25.80,35.17
86.10,3.14,29.21,28.80,25.90,35.40
82.60,4.42,27.62,27.30,25.70,34.71
72.30,3.32,29.19,25.80,27.00,35.51
69.00,3.10,28.95,24.60,27.00,35.12
73.30,2.29,29.88,26.00,26.90,35.48
81.90,1.23,30.38,27.70,26.10,35.24
84.10,1.18,30.05,27.80,25.70,34.87
85.90,3.29,28.14,27.70,25.30,34.44
86.30,5.09,25.55,26.40,24.40,33.11
86.10,4.37,27.25,27.60,25.20,34.31
82.10,4.68,27.07,26.80,25.50,34.34
83.70,1.60,30.49,28.50,26.20,35.61
84.90,3.17,29.52,28.90,26.20,35.74
81.50,4.23,28.08,27.40,26.00,35.04
71.30,3.84,28.56,25.30,26.90,35.25
66.30,3.42,28.56,23.80,27.10,34.95
71.10,2.46,29.49,25.20,26.90,35.22
80.70,1.42,30.12,27.30,26.10,35.11
83.20,1.25,29.90,27.50,25.70,34.78
86.10,3.57,27.81,27.60,25.20,34.31
85.50,5.26,25.50,26.30,24.50,33.18
85.70,4.46,27.15,27.50,25.20,34.28
82.10,4.83,26.66,26.50,25.30,34.05
83.60,1.63,30.13,28.10,26.00,35.27
84.20,3.35,29.16,28.50,26.10,35.51
80.50,4.31,27.76,26.90,25.90,34.78
69.20,4.92,27.71,24.70,27.00,35.15
63.30,4.38,27.82,23.00,27.30,34.89
68.10,3.08,28.86,24.30,27.00,35.02
78.90,1.93,29.56,26.70,26.10,34.91
82.50,1.50,29.49,27.10,25.60,34.54
85.20,4.70,27.09,27.50,25.30,34.38
84.90,6.56,24.52,26.10,24.50,33.11
84.30,5.41,26.49,27.20,25.30,34.28
81.00,5.88,25.96,26.30,25.40,34.08
82.50,2.02,29.89,27.90,26.10,35.31
83.10,4.11,28.50,28.10,26.10,35.37
79.30,5.31,26.93,26.50,25.90,34.65
68.40,5.36,27.30,24.40,27.00,35.05
62.70,4.84,27.57,22.90,27.40,34.96
67.60,3.37,28.59,24.10,27.00,34.95
77.70,2.30,29.17,26.30,26.10,34.78
81.80,1.55,29.23,26.70,25.50,34.31
85.10,5.22,26.56,27.30,25.20,34.21
84.10,6.89,24.06,25.70,24.40,32.88
84.10,5.45,26.13,26.80,25.10,33.94
81.40,6.05,25.58,26.10,25.20,33.81
83.00,2.30,29.30,27.60,25.80,34.91
82.70,4.38,28.11,27.80,26.00,35.17
78.70,5.72,26.58,26.30,25.90,34.58
73.80,5.60,19.55,18.70,21.30,27.47
69.00,5.08,19.79,17.70,21.50,27.34
73.00,3.66,20.98,18.60,21.40,27.54
80.00,2.74,21.65,19.90,21.00,27.57
83.50,1.51,22.38,20.40,20.70,27.43
88.00,5.52,19.50,21.10,20.40,27.36
85.90,6.80,17.31,19.60,19.60,26.07
87.40,5.13,19.44,20.70,20.20,27.03
84.90,5.83,18.75,20.10,20.20,26.83
87.10,2.65,22.01,21.40,20.80,27.86
87.40,4.49,20.89,21.60,20.90,28.03
84.60,6.06,18.99,20.40,20.50,27.23
76.40,5.83,11.48,13.20,15.20,19.56
71.90,5.47,11.60,12.50,15.30,19.43
74.40,4.36,12.77,13.10,15.50,19.82
77.90,3.29,13.85,13.80,15.60,20.15
82.80,1.43,15.05,14.40,15.30,20.05
90.30,5.73,11.67,15.10,14.70,19.68
88.00,6.49,9.71,13.80,13.70,18.25
91.40,4.66,12.09,15.00,14.40,19.35
85.90,5.38,11.15,14.00,14.30,18.92
89.10,2.84,14.29,15.40,15.20,20.28
89.10,4.54,13.37,15.60,15.40,20.55
85.60,6.53,11.25,14.60,15.00,19.82
73.20,6.00,7.07,10.20,11.90,15.27
68.70,6.02,7.09,9.70,12.10,15.30
70.10,5.22,8.08,10.10,12.40,15.73
71.70,3.75,9.67,10.60,12.80,16.30
78.10,1.37,11.40,11.40,12.60,16.36
85.30,5.84,8.24,12.20,12.30,16.33
80.30,6.02,6.88,10.90,11.50,15.10
80.80,4.16,10.08,12.10,13.00,16.99
81.40,4.80,8.04,11.20,11.70,15.40
83.10,2.71,10.83,12.20,12.70,16.73
85.00,4.40,9.61,12.40,12.60,16.69
79.30,6.97,7.42,11.50,12.50,16.30
78.90,5.63,15.70,16.50,18.20,23.65
74.20,6.34,15.41,15.90,18.60,23.85
75.50,5.58,16.44,16.50,18.90,24.35
76.90,3.60,18.19,17.00,19.10,24.71
82.70,1.46,20.12,18.30,19.10,25.14
88.00,5.54,17.23,19.10,18.80,25.10
83.10,5.12,16.62,17.60,18.40,24.21
86.20,3.55,18.35,18.60,18.70,24.84
84.00,4.02,17.73,18.00,18.60,24.54
85.00,1.82,20.03,18.80,19.10,25.30
87.10,3.51,18.58,18.90,18.80,25.04
80.90,6.45,16.63,18.00,19.20,25.14
81.40,3.58,18.40,17.90,19.00,24.91
77.70,4.94,17.72,17.50,19.40,25.18
78.80,3.96,18.90,18.10,19.70,25.67
78.20,2.12,20.69,18.40,20.10,26.17
83.60,1.70,21.54,19.80,20.20,26.73
88.10,3.81,20.13,20.60,20.00,26.80
84.10,3.62,19.54,19.30,19.70,26.07
85.80,2.82,20.79,20.20,20.10,26.77
84.80,3.20,20.03,19.60,19.80,26.27
85.70,0.01,22.89,20.30,20.20,26.90
88.90,1.13,21.64,20.40,19.70,26.43
81.40,3.28,20.41,19.40,20.30,26.70
80.50,3.39,24.38,22.90,23.20,30.76
77.10,5.19,23.53,22.60,23.70,31.16
77.90,3.88,24.81,23.10,23.90,31.52
77.20,1.74,26.97,23.60,24.40,32.19
79.70,2.33,27.25,24.80,24.70,32.88
82.40,4.23,26.05,25.50,24.60,33.02
77.20,4.11,25.61,23.90,24.60,32.49
78.10,3.44,26.91,24.90,25.10,33.32
79.50,3.69,26.14,24.60,24.60,32.72
81.30,1.10,28.28,25.30,24.70,33.05
85.10,0.19,28.25,25.40,24.00,32.38
78.20,2.41,27.20,24.50,24.80,32.89
87.30,4.51,18.31,19.30,19.10,25.47
81.80,7.35,16.89,18.90,19.80,26.04
80.60,5.31,18.92,19.20,20.30,26.64
79.10,1.68,22.46,19.80,21.10,27.63
83.50,4.38,21.36,21.30,21.40,28.43
86.40,6.60,19.91,21.90,21.30,28.53
81.00,6.79,19.18,20.40,21.20,27.93
82.90,6.06,20.42,21.40,21.60,28.66
85.10,6.15,19.82,21.30,21.10,28.13
85.90,3.37,22.27,21.90,21.40,28.63
90.10,1.33,23.03,22.00,20.70,27.96
82.90,2.01,22.82,21.00,21.30,28.23
82.00,6.47,16.15,17.80,18.80,24.67
77.10,10.32,14.18,17.60,19.60,25.41
78.10,7.28,17.34,18.60,20.30,26.44
75.40,1.74,22.39,19.10,21.30,27.60
82.10,6.94,19.31,20.80,21.30,28.16
84.20,9.99,17.20,21.20,21.20,28.20
78.20,10.31,16.48,19.70,21.20,27.70
80.20,9.14,18.03,20.70,21.60,28.43
83.70,9.07,17.38,20.70,20.90,27.73
84.50,5.53,20.49,21.40,21.30,28.36
88.30,2.59,21.72,21.30,20.50,27.53
79.30,2.13,22.44,20.10,21.30,27.93
79.80,7.00,18.37,19.60,20.80,27.27
75.50,10.96,16.50,19.60,21.70,28.17
76.20,7.52,19.67,20.40,22.20,28.93
75.00,1.31,25.18,21.20,23.10,30.10
82.10,7.54,21.48,23.20,23.10,30.76
84.70,10.71,19.36,23.80,23.00,30.85
79.30,10.94,18.70,22.30,23.00,30.36
81.10,9.50,20.31,23.20,23.30,30.96
84.20,9.48,19.59,23.10,22.60,30.22
84.70,5.85,22.76,23.80,23.00,30.85
88.90,2.93,24.00,23.80,22.20,30.05
79.00,1.83,25.05,22.20,23.00,30.33
74.80,7.28,19.57,19.90,22.10,28.67
71.50,11.21,17.79,20.10,23.00,29.63
72.20,7.42,21.20,20.90,23.50,30.40
73.40,0.66,27.20,22.30,24.30,31.66
81.70,7.94,22.49,24.40,24.00,32.05
83.60,11.09,20.62,25.10,24.10,32.38
78.90,11.17,20.10,23.70,24.10,31.92
80.90,9.54,21.74,24.60,24.30,32.42
84.70,9.44,20.84,24.40,23.40,31.45
85.10,5.87,23.97,25.10,23.80,32.08
87.90,3.15,25.25,25.00,23.20,31.45
78.30,1.43,26.42,23.10,23.80,31.42
70.30,7.17,21.35,20.50,23.60,30.37
66.60,10.92,19.75,20.60,24.60,31.40
66.80,6.93,23.28,21.30,25.10,32.13
70.80,0.18,29.30,23.40,25.70,33.42
80.80,8.13,24.06,25.90,25.20,33.75
82.60,11.02,22.23,26.50,25.20,33.95
76.90,10.99,21.79,24.80,25.30,33.48
79.80,9.26,23.47,25.90,25.40,33.95
85.20,9.11,22.47,25.90,24.30,32.85
84.60,5.72,25.54,26.50,24.80,33.55
85.70,3.28,26.75,26.20,24.40,33.05
75.50,1.06,28.01,23.80,24.90,32.75
69.90,6.81,21.13,20.00,23.30,29.90
66.10,10.45,19.62,20.10,24.30,30.93
66.50,6.49,22.99,20.70,24.70,31.53
71.30,0.94,28.23,23.00,25.30,32.89
82.40,8.38,23.15,25.50,24.60,33.02
83.70,10.95,21.78,26.20,24.80,33.45
77.30,10.85,21.19,24.20,24.80,32.79
80.50,9.06,23.07,25.50,25.00,33.42
87.00,8.93,21.86,25.50,23.70,32.12
85.50,5.65,24.93,26.00,24.30,32.88
85.40,3.49,25.97,25.50,24.00,32.42
77.30,0.91,27.12,23.20,24.10,31.76
77.30,6.23,16.65,17.30,19.30,25.01
73.40,9.82,15.20,17.50,20.30,26.08
73.70,6.05,18.54,18.10,20.80,26.77
78.00,1.66,22.94,20.00,21.50,28.10
87.30,8.64,18.84,22.40,21.50,28.89
87.50,10.85,17.90,23.00,21.90,29.49
82.90,10.67,17.19,21.40,21.60,28.66
85.20,8.89,19.07,22.40,21.90,29.29
92.90,8.82,17.72,22.40,20.50,27.89
90.50,5.57,20.83,22.80,21.20,28.72
91.20,3.69,21.61,22.40,20.80,28.19
84.80,0.86,22.36,20.20,20.30,26.97
73.70,5.36,23.51,22.00,24.00,31.26
70.90,9.01,21.82,22.20,24.80,32.13
70.80,5.59,24.78,22.70,25.20,32.69
75.20,2.31,28.43,25.00,25.80,34.05
81.50,8.92,24.80,27.40,26.00,35.04
80.00,10.78,24.10,27.70,26.50,35.64
75.20,10.48,23.91,26.20,26.60,35.25
77.10,8.76,25.64,27.20,26.80,35.78
84.90,8.77,24.20,27.40,25.30,34.34
84.20,5.51,27.18,28.00,25.80,35.04
85.30,3.86,27.37,27.20,25.10,34.08
80.20,0.87,28.47,25.10,24.80,33.08
80.50,3.68,29.43,28.20,26.70,36.01
78.20,1.14,30.65,27.10,26.50,35.44
82.80,0.27,31.15,28.00,26.10,35.34
85.00,0.80,30.88,28.60,26.00,35.44
84.70,1.44,30.40,28.50,26.00,35.41
86.10,0.95,30.74,28.80,25.90,35.40
84.20,0.70,28.86,26.20,24.70,33.35
85.20,1.53,30.23,28.50,25.90,35.31
82.90,0.53,31.14,28.20,26.20,35.51
80.80,4.45,30.02,29.50,27.40,37.14
84.90,0.76,32.30,30.10,26.90,36.83
85.50,1.21,31.42,29.60,26.50,36.27
80.50,3.10,29.84,28.20,26.70,36.01
77.20,0.64,31.03,26.90,26.60,35.48
82.30,0.11,31.36,28.00,26.20,35.44
84.30,1.04,30.94,28.70,26.20,35.67
84.70,1.20,30.57,28.50,26.00,35.41
85.50,0.46,31.02,28.60,25.90,35.34
84.20,0.15,29.24,26.20,24.70,33.35
84.60,0.67,30.77,28.30,25.90,35.24
82.60,1.02,30.76,28.10,26.20,35.47
80.80,4.23,30.17,29.50,27.40,37.14
84.40,0.11,32.86,30.10,27.00,36.93
85.20,1.67,31.07,29.50,26.50,36.24
79.60,2.44,30.20,27.90,26.70,35.91
76.50,0.15,31.14,26.50,26.50,35.25
81.70,0.42,31.08,27.80,26.20,35.37
83.70,1.16,30.79,28.50,26.20,35.61
84.90,0.88,30.66,28.40,25.90,35.27
85.20,0.09,31.08,28.30,25.80,35.14
83.80,1.03,28.59,26.10,24.70,33.31
84.50,0.23,30.91,28.10,25.80,35.07
82.20,1.54,30.20,27.80,26.10,35.27
81.50,3.91,30.17,29.40,27.20,36.90
85.10,0.45,32.39,30.00,26.80,36.70
84.80,2.10,30.57,29.20,26.40,36.04
79.60,1.59,30.33,27.40,26.40,35.44
76.40,0.39,30.51,26.00,26.20,34.78
81.50,0.76,30.51,27.40,26.00,35.04
84.80,1.21,30.26,28.20,25.80,35.11
86.20,0.50,30.59,28.30,25.60,34.94
85.70,0.72,30.07,27.80,25.40,34.57
85.20,1.96,27.48,25.90,24.30,32.85
85.30,1.15,29.74,27.70,25.40,34.54
81.80,2.08,29.32,27.20,25.80,34.78
82.50,3.50,29.95,29.10,26.80,36.40
85.50,1.03,31.55,29.60,26.50,36.27
85.30,2.62,29.64,28.70,26.00,35.47
79.30,0.68,30.93,27.30,26.40,35.41
75.10,0.92,30.14,25.70,26.30,34.78
81.20,1.09,30.25,27.30,26.00,35.01
84.50,1.17,30.25,28.10,25.80,35.07
86.70,0.09,30.78,28.30,25.50,34.84
85.70,1.35,29.33,27.50,25.20,34.28
85.40,2.88,26.70,25.80,24.20,32.71
85.50,2.05,28.97,27.60,25.30,34.41
83.00,2.67,28.57,27.10,25.50,34.44
83.20,3.01,30.06,29.00,26.60,36.17
86.20,1.61,30.91,29.50,26.30,36.04
85.20,3.15,29.10,28.50,25.90,35.31
79.40,0.25,30.34,26.40,25.80,34.51
75.70,1.48,28.91,25.00,25.70,33.95
81.00,1.41,29.39,26.60,25.60,34.38
86.60,1.10,29.44,27.60,25.10,34.21
87.90,0.31,29.82,27.70,24.90,34.04
87.30,1.96,28.14,27.00,24.60,33.51
86.80,3.79,25.30,25.30,23.60,31.95
87.60,2.94,27.49,27.10,24.60,33.54
84.60,3.31,27.23,26.50,24.80,33.55
84.90,2.56,29.48,28.40,25.90,35.27
87.50,2.14,29.74,28.90,25.70,35.24
85.90,3.69,27.86,27.70,25.30,34.44
78.90,1.21,29.30,25.90,25.60,34.15
75.30,2.09,28.16,24.60,25.50,33.62
80.40,1.75,28.79,26.10,25.40,34.01
86.10,1.07,29.26,27.30,25.00,34.01
88.30,0.69,29.29,27.50,24.70,33.78
87.70,2.59,27.43,26.80,24.40,33.24
87.50,4.68,24.44,25.20,23.40,31.72
88.50,3.78,26.53,26.90,24.30,33.18
85.50,4.00,26.38,26.30,24.50,33.18
